1 Apresentar-se;der Name, die Namen;o nome;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-Name.mp3
1 Apresentar-se;der Vorname, die Vornamen;o nome;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-Vorname.mp3
1 Apresentar-se;der Nachname, die Nachnamen;o sobrenome;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-Nachname.mp3
1 Apresentar-se;Wie ist dein Name?;Qual é o seu nome?;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-Wie-ist-dein-Name.mp3
1 Apresentar-se;Wie ist Ihr Name?;Qual é o nome do(a) senhor(a)?;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-Wie-ist-Ihr-Name.mp3
1 Apresentar-se;Mein Name ist Philipp.;Meu nome é Philipp.;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-Mein-Name-ist-Philipp.mp3
1 Apresentar-se;Wie heißen Sie?;Como o(a) senhor(a) se chama?;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-Wie-heissen-Sie.mp3
1 Apresentar-se;Wie heißt du?;Como você se chama?;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-Wie-heisst-du.mp3
1 Apresentar-se;Ich heiße Franziska.;Eu me chamo Franziska.;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-Ich-heisse-Franziska.mp3
1 Apresentar-se;Wie ist dein Nachname?;Qual é o seu sobrenome?;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-Wie-ist-dein-Nachname.mp3
1 Apresentar-se;Wie ist Ihr Nachname?;Qual é o sobrenome do(a) senhor(a)?;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-Wie-ist-Ihr-Nachname.mp3
1 Apresentar-se;Mein Nachname ist Neumann.;Meu sobrenome é Neumann.;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-Mein-Nachname-ist-Neumann.mp3
1 Apresentar-se;Wer sind Sie?;Quem é o(a) senhor(a)?;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-Wer-sind-Sie.mp3
1 Apresentar-se;Wer bist du?;Quem é você?;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-Wer-bist-du-1.mp3
1 Apresentar-se;Ich bin Franziska.;Eu sou a Franziska.;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-Ich-bin-Franziska.mp32 Conversando;Ja.;Sim.;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-ja.mp3
2 Conversando;Nein.;Não.;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-nein.mp3
2 Conversando;Okay.;O.k.;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-okay-1.mp3
2 Conversando;Entschuldigung!;Desculpe!;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-Entschuldigung.mp3
2 Conversando;Danke.;Obrigada(o).;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-danke.mp3
2 Conversando;Vielen Dank.;Muito obrigada(o).;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-vielen-Dank-1.mp3
2 Conversando;Bitte.;De nada.;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-bitte.mp3
2 Conversando;Gerne.;Com prazer.;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-gerne.mp3
2 Conversando;Gern geschehen.;Foi um prazer.;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-gern-geschehen.mp3
2 Conversando;Kein Problem.;Não tem problema.;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-Kein-Problem.mp3
2 Conversando;Das macht nichts!;Não faz mal!;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-Das-macht-nichts-1.mp3
2 Conversando;Herzlichen Glückwunsch!;Parabéns!;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-Herzlichen-Glueckwunsch-1.mp3
2 Conversando;Viel Glück!;Boa sorte!;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-viel-Glueck.mp3
2 Conversando;Ich freue mich!;Fico feliz por isso.;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-Ich-freue-mich-1.mp3
2 Conversando;Das ist toll!;Que ótimo!/Que maravilha!;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-Das-ist-toll.mp3
2 Conversando;Achtung!;Atenção!;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-Achtung.mp3
2 Conversando;Auf keinen Fall!;De jeito nenhum!;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-auf-keinen-Fall.mp3
2 Conversando;Das geht leider nicht.;Infelizmente isso não é possível.;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-Das-geht-leider-nicht.mp33 Cumprimentar e se despedir;Hallo!;Olá!;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-Hallo.mp3
3 Cumprimentar e se despedir;Hi!;Oi!;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-Hi.mp3
3 Cumprimentar e se despedir;Guten Tag!;Bom dia!/Boa tarde!;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-Guten-Tag.mp3
3 Cumprimentar e se despedir;Hallo, Herr Richter!;Olá, senhor Richter!;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-Hallo-Herr-Richter.mp3
3 Cumprimentar e se despedir;Hallo, Anna!;Olá, Anna!;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-Hallo-Anna.mp3
3 Cumprimentar e se despedir;Guten Morgen, Peter!;Bom dia, Peter!;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-Guten-Morgen-Peter.mp3
3 Cumprimentar e se despedir;Guten Tag, Frau Steller!;Boa tarde, senhora Steller!;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-Guten-Tag-Frau-Steller.mp3
3 Cumprimentar e se despedir;Guten Abend, Herr Richter!;Boa noite, senhor Richter!;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-Guten-Abend-Herr-Richter.mp3
3 Cumprimentar e se despedir;Gute Nacht, Anna!;Boa noite, Anna!;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-Gute-Nacht-Anna.mp3
3 Cumprimentar e se despedir;Bis morgen!;Até amanhã!;https://radiodownloaddw-a.akamaihd.net/Events/dwelle/deutschkurse/deutschtrainer/wortschatz/Deutschtrainer-Bis-morgen.mp3
